"","p_cntrl4224","p_cncr8407","p_cntrl6764","p_cncr3273","p_cntrl1262","p_cncr8861","p_cncr5984","p_cncr8964","p_cncr7142","p_cncr1466","p_cntrl8055","p_cncr5423","p_cncr4352","p_cncr5461","p_cntrl4503","p_cncr5996","p_cntrl6350","p_cntrl2055","p_cncr9392","p_cncr2497","p_cntrl3871","p_cntrl9527","p_cncr8117","p_cntrl3797","p_cncr2900","p_cncr4395","p_cncr2896","p_cncr3688","p_cncr3488","p_cncr5857"
"01010000100010111100",2616,3291,5386,371,27013,31189,2007,3010,10,795,802,537,40367,89153,98696,12859,3374,84,193017,1098,48,902,1882,258,116355,925,496,9444,47413,50756
"10101110011011001100",5553100,81482,2582,14472491,416204,45154,44678,1533,1520715,106381,75402,290528,1974,178287,416027,26538,15089,24419,13916,38341,85728,3057,24970,2341764,401,30868,58067,325590,7835,1535237
"00001001000011110011",4,57,20921,879,6426942,106602,61,2920,398,30629,24,231,23400,68927,10352,91699,30409,201070,55313,6344,2210,2344,26203,31354,101330,782,1439,428,461,637282
"11110110000001110001",8111,113980,1155,24493,5224,235307,2068,5698,12,22879,16979,2470,51164,717528,61142,356,2158,9344,748872,674,180,43,6340,2201,8439,95,11977,326,144,173129
"00110110000111000011",437,23071,195,37406,31982,857,3887,37,20631,487707,36,179,7942,10610,854,296,2718,60224,669351,13181,44,7743,6222,168374,906083,8204,90,11488,316,18494
"11010101001011010010",391823,30291,622135,886570,509891,40537,670577,196935,13374,8627,53753,14016331,3052764,1806695,13731,4844,767377,4287716,300689,9814,7371,4523,11369575,375849,1477,83251,1000689,20049,4499,3434971
"00101101011110000001",1795,10868,2245336,614744,13952,6385,272,93980,281847,1089846,7364,18699,131262,14678,88467,5727,351109,2725766,41207,253343,47632,137097,757644,624291,968458,618910,336222,7515,281690,35301
"11101101100111111101",7552,19066,31675,4121,7533,5454,5028,1158,9355,24354,1516,117,14408,69476,658637,383132,3422,3043,3233,3507,3037,2223,14223,4109,44827,9235,1504,3448,138,19501
"10011110111111111001",4691712,3747377,3711,1030454,17103,3535136,6527,8044,51475,281407,536878,11299,484662,10092,70197,16112,285625,1718,32911,338967,25079,860,69817,934568,2025042,17502,13608,1280089,13569,68481
"10011001000001110101",278,188,45170,15495,3777984,34504,1479,64243,78,133325,110,19333,12665,1122431,32505,2854011,9744,43392,224252,1098,241,749,4377,873,13719,75,1049,77,3241,1224287
"10011111111111100011",148913,158689,3407,3866068,1703699,161762,28770,216434,73323,242624,71451,80748,4008261,2842,32842,166918,379958,230400,12484,2618870,77305,10611,97502,3643469,5211335,59123,536,5460701,20786,195986
"11011101001110111101",174627,169952,19310401,14302,20575,186434,3498,150966,7821,1064144,29268,113129,329927,87059,304272,25324,1683035,31851,70754,111045,1153,4972,676164,42968,59926,237729,83037,65498,63915,201452
"00010010110111100111",53132,10096,409,137512,4089658,70035,25057,22664,278910,176670,6722,38987,483293,19750,5294,403081,48184,22543,83759,488160,34400,816744,21755,1003528,1791006,6015,172,8990910,1659915,33291
"10101010111110011100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001111011010011010",5893,91410,843925,308443,315719,915347,2423,2913,46089,153330,1051845,795818,37261,4091,106726,4989,359892,40796,1045600,74595,32582,365,148385,2469159,52051,60868,3886,116846,6647,1544533
"11010110101010100010",2159871,253215,2092,762962,215699,84441,484905,243830,136,5113,864769,213102,8189155,30751,22430,1678,1086384,32366,19707,20142,5185,1988,32132,231641,127963,98691,17712,1305331,104719,1007002
"10011100011100011011",2571,15253298,891936,397900,17009,90248,5273,27426,216066,3995906,67822,161603,21642,1521,1270,4786,555348,8986,10819274,30209,6434,32844,117925,40651,391280,1162361,10741,31033,76805,67213
"11100110100000100011",327,68183,237,19170,17748,13903,9970,10186,7,4533,73978,178,49290,4518,19961,1561,5120,4129,56249,1023,3270,2754,292,1423,427228,13117,253,1675,1417,30538
"11001110001000011010",23415,3937894,175870,30291,12861,347143,86838,3761,2047,126084,1333720,108128,13854,14370,36394,503,3142844,10534,903675,6486,32307,2085,5539,309622,4455,1189129,44963,20943,2491,565082
"10100110001000101110",182851,40138,21998,422576,60743,122920,362761,23689,7281,115225,79180,275055,1831,111014,368270,17093,13698,160905,185964,3684,10200,12927,6226,280426,655,219292,1450,107589,309216,391018
"11100011110001111110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00000100111010011111",49000,10698,78132,283598,137051,390796,1257,117108,128273,11874,1599383,134501,30076,8445,1742,12645,117578,3735,474327,38119,104784,1897236,3876849,47888,339309,971472,19081,187336,2645320,13820
"10000010100000100000",594,1242,922,25354,129143,7488,99144,837,1,7800,2558,615,33658,14059,101377,27908,5158,8391,69034,150,803,996,3,2248,1546685,436,89,167,11710,80221
"00011101011010111110",7637,10860,1438176,74196,583194,982536,156,796646,79555,180177,28577,957927,89090,26291,169069,79746,66765,17172,1002155,234645,9478,5511,3415555,133684,6252,17108,733,4437840,1152845,731039
"10001000001101011000",55173,234206,545122,102040,19436,19554,2307075,572,64140,408543,805,48832,3574,325611,66527,72975,760367,473156,151214,1244,18729,20145,2058,498308,7276,565572,674326,429,7106,248144
"10101000100001001110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01111100000110110111",46,32046,36440,709,29984,1519,20,7812,5674,514871,101,380,7318,18992,1352,3527,12889,2164,1042110,438,7,1890,52361,3217,19861,3497,1458,18260,4214,99551
"11110111000101101101",3642,101935,8679,4889,4174,13668,46032,714,258,194383,319,741,7581,40345,3664823,6727,201,16645,252592,98621,286,2583,349,3445,71073,4048,7,10356,232,5906
"11000111100011100100",66847,302,2432,53931,843962,3973,166966,2106,20,2727,6957,5514,329700,69678,1230432,55096,1647,22538,4610,3512,6999,5192,369,10046,45233,279,48,20585,329,66292
"00001001101111111001",38655,4268,173213,6422,19320,1085603,12957,22458,17176,35567,2585,706,246983,150582,569164,415092,1917243,380587,1546,533948,147448,46834,158308,1188142,2388821,668182,141218,12237,74699,27485
"00101000110001100011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01000111111000100100",77427,3110,169041,124607,39609,332285,18283,6614104,44,5054,2855818,525084,1277474,21725,7096852,12378,32690,130316,124792,258569,660052,405229,7491,53804,152662,30474,776,605655,3009695,7171
"00011000101101100100",614756,7717,4944,278451,175274,3064,1468719,737450,13281,140908,193,37149,98979,547978,63251,3725860,402461,278660,7603,14733,16331,684678,1788,160004,37563,127723,12216,137018,3216795,70559
"10101010110000111001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101110111000011101",132683,670078,10546,56631,796,1778858,387,334641,10540,12310,42048807,19241,7175,32296,177250,3421,233214,438,197338,144211,229106,24686,89888,56113,56270,620055,133907,78493,318415,11871
"10101101111111100101",875413,4058,58621,12365653,475166,8478,25643,1153110,932664,102748,24446,123096,246287,146015,350524,4882337,41988,1312583,751,58948,311586,161327,514362,461198,54240,69565,99253,120573,205374,115205
"10100101001111010010",71576,6190,2491609,1540068,55381,2762,1258121,7466,1606810,98470,3716,2718539,68528,1506356,21072,37020,111702,123563477,233224,511,4155,12417,4864116,6394401,2026,220983,934993,2142,7530,678810
"01000111000111110010",42,2884,125330,256,42978,19471,3352,69,183,58779,145,817,96257,8281,188271,340,2658,314744,1776928,3387,440,2803,2109,245799,101023,689,24,24027,39,13457
"01110001100111010001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10111101111000010001",85453,101584,191872,12465200,6595,129902,2551,28358844,12441,37550,9858670,1521465,822184,310888,24268,241597,795507,79441,138104,22397,46186,1470,5833844,16124,291406,61799,1295887,1221,1096393,414101
"00010111010110110000",9612,18162,6704243,38723,5659,287867,595,10246,9490,4585278,92830,370846,6080459,33823,536125,2996,85276,155038,4939105,70266,4542,2611,211925,708507,1059182,171,690,318988,707894,34446
"00011101001101010001",29936,30678,2318302,164985,4718,43210,15575,304747,43482,4033964,4939,98159,364553,404207,17187,24008,4037672,3545930,345058,140128,24648,224253,960069,317462,278294,302461,172391,2174,64275,23734
"11011101100011010011",1624,27836,3007,56179,545549,4518,6384,16377,1188,7165,12147,3373,945013,33028,1032,52112,189235,4067,29607,8432,2814,1224,178393,2973,322499,8141,3073,2551,58,442499
"11110111110101101110",355271,3332584,6193,305165,13141,30005,4664740,56207,498274,59550,241286,391524,381308,30536,5148231,550695,2194,21136,135154,752865,428558,51125,12546,173139,12796,38352,12,25073885,67440,17522
"01011100100110010100",3063,26698,43434,4527,6054,62,2461,1562,1369,150117,847,1183,60022,12533,1936,10533,72719,243,405758,171,34,11054,2428,1396,346836,4390,912,9429,7598,14376
"10001010101111010111",240174,5959,4386,245209,5104684,21280,278020,3771,379843,91172,27522,172061,7968,121313,368,860526,4514178,167440,34781,2073,2817,34896,26045,11481636,147257,349792,178497,18153,18378,785846
"10011110010011100011",135663,339668,888,4460047,10223109,411970,2338,23329,194539,2570740,121962,74985,1742132,18791,5369,30732,412593,12375,22321,416107,351672,6249,109486,599096,40628,1111,3127,2721504,11687,3161252
"10111010011000110000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111101110110111011",9685,11764353,269616,48565,3686,159583,1782,166953,731556,161790,1083295,16505,3661823,8336,138134,146771,362502,2193,39535,356682,91644,1447,3278234,39762,454150,111200,10601,938937,68494,132561
"01011110100001110111",1882,30130,88,2635,153393,107512,641,57339,96,27872,18285,531,36009,21085,3013,22906,25918,198,278451,8888,2226,8586,2270,3143,62627,1143,30,118830,1203,30858
"10110100111100001101",872800,1137211,37398,8969245,2176,4792,264064,252258,178800,152094,210998,218549,23380,21388,26186,70777,16004,10113,264160,36364,10680,512244,72000,6939,647262,1931217,11946,35445,5607983,5302
"10111101101100111001",167514,739871,653366,192907,166,214302,29339,1077195,10592,376887,241144,14858,320665,148879,458726,352112,956008,65961,22674,53054,10224,1531,453386,34289,864343,710539,62529,4898,522833,46051
"00110001111011011001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001101111011001101",517913,19937,24065,375422,217155,140392,7255,413058,89065,6057,271932,15664,376910,22801,561839,65095,274552,13061,1118,16195213,14388606,3810698,530330,71204,153997,2399855,33810,787975,53472,12950
"01101000001000111001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01010101110100101001",8464,2179737,675481,15561,298,167613,14304,481707,2183,290528,269113,2714,22647838,2071,2518406,10457,104984,6012,83203,15823040,2724017,2965858,37741,2218,31166508,323958,186,593233,2306742,270
"10110011100011111110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01001001111100111110",241,62032,1853252,1088,47888,191364,12582,654907,8344,9169,19249,66872,29996,4255,1104006,509907,92261,30586,692223,86604,90395,188960,8008,80424,89010,1077101,720,546030,1073059,15667
"10110001110110101111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111101101110111110",340556,493285,446288,52799,9014,14966,127247,422300,194701,29503,66838,251352,179748,131501,283230,552936,340204,26726,27868,12275,1158,835,1140991,181868,6263,822300,17334,1089275,138153,616399
"11011001101101110011",12800,191747,81500,30262,199778,159955,439902,3820118,2545,15473,13302,112638,1927000,216923,24531,896913,4554138,1058239,35455,57017,22006,13055,117413,160942,215706,648483,164332,14149,29005,381303
"00100001111111110010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111111100000101100",8571,100369,1216,12851,4180,7447,20973,15969,27,16322,23060,829,23657,21427,6678059,127585,2294,193,18866,24252,953,76,100,730,48424,2657,5,37129,2747,88859
"01000001010110110101",398,910,56953897,1361,171248,160739,214,102892,7010,213171,14208,177091,752604,111239,301327,35104,119891,352497,765982,33788,22833,386432,341840,46881,207491,3943,88584,11788,1761210,24894
"00001011000101011111",2,1716,28025,100,189407,23980,2192,25,7073,695125,32,252,86,4343,22009,92937,7608,17732,4160209,34743,590,34411,138,103689,527906,25801,2,1357,223,7897
"10001001011101100111",636,2880,440452,352147,42198209,27998,54667,649715,98530,415961,371,620038,17722,24678,61883,4595822,54654,9601990,108379,70876,139035,1196672,10025,363378,23187,154582,3462,34383,131875,299829
"01101001011011001101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000100110011101110",1921515,34487,4226,5336539,3394581,24827,925429,12649,1360923,38117,109566,181883,291727,32953,77018,1584194,7718,6423,5054,21253,7464157,1679018,69141,51316,3593,15236,436,5465812,227380,131823
"10100111001100011100",124768,21653,11917501,107171,603,27834,498682,2840,33608,714897,139823,1743451,1854,367362,1406659,20820,37289,1195625,3158690,1941,1060,5511,26995,828231,10809,218805,8769,1634,126697,34157
"01001010010010000111",558,15118,11682,13892,12497476,57384,246,11645,51059,210363,81811,40737,43219,6744,3512,8873,1474777,4967,145593,270884,123976,255373,11558,341198,70798,49133,15755,320779,138690,570809
"00110000111100000010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00100001001101000010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000100010010000111",17160,5997,292939,4887873,11285021,3911,8488,28653,567509,1100838,180557,1569580,135483,17734,549,49979,143620,52053,225214,4923,202222,4064249,470478,24583,26645,29748,19929,34158,700970,321317
"10101010001010101101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110101001000001010",8897,58083,191658,266176,2686,26827,166363,267443,21498,63000,9711,167662,58765,149656,208936,5809,78566,1224953,443528,310697,19232,51326,678094,83096,21792,3955312,3279,28308,898172,83927
"11101110100111010111",4298,55809,426,20133,103501,540,10871,133,58030,43442,7578,824,2230,19466,762,30641,20145,2085,71183,177,247,2273,3649,87976,38913,12364,2282,6335,33,86105
"00011100011101000011",4385,798912,21232,1656864,184709,9474,13282,174159,607710,3011857,1487,48464,101854,4455,973,6500,362480,359393,733481,412023,127461,4060885,83757,247289,258303,1091964,7311,239797,87254,21466
"01100011011011100110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00001101001001010010",6202,3423,864308,226470,132662,49799,58708,274152,53706,191659,13720,498645,84192,459400,22509,60598,1663004,8745295,229820,12855,474451,215198,697851,910416,2267,293157,75246,5256,24448,305565
"11110010111100011100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00101110111011101010",387591,234415,62,1085148,78771,879390,9275,17047,288718,7122,114791,2318,46928,12490,544764,18727,25664,12056,2290,720151,1576834,5605,45199,5511592,16535,133961,2518,19188218,29435,199374
"10010000001101000101",366048,8945,83144,1701097,769495,2130,4385730,64332,21259,499057,335,1116972,22898,1141285,3136,163260,244208,3308513,220601,5820,1529,1472803,12720,72703,45311,337318,260165,939,429332,125883
"10100111001001100111",148692,875,23101,1598060,1213032,273746,193430,880234,12042,84498,66439,1235656,22299,1192139,226449,184859,28814,22249512,36766,42002,85459,79259,226067,1112714,1553,77126,8108,21793,74515,474381
"01101000100100000000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01010011111010111100",130312,7537,72554,6345,56202,12996686,2128,460129,111,479,897320,491382,645450,111958,5914204,15062,40105,4130,424831,842469,3452,551,111458,139757,266237,7012,3667,1505429,2074933,124478
"00111101000111111011",49,32474,17945,1467,8284,29394,132,478,57524,590736,17,41,11047,19860,46086,18808,3486,19848,161544,58979,252,605,154656,33405,155601,6382,63,18169,247,41855
"11000000110110111101",46726,128994,772312,10743,52127,161703,12904,9048,17238,34795,283437,30281,286402,26269,109816,130434,98205,1341,74720,7386,53204,140944,29409,9001,438432,26933,84827,35494,786247,21679
"10111100111111101000",9124648,3916724,1799,15829923,11043,14981,267632,28194,960175,69244,8334,13356,317086,49940,532936,153058,22922,17068,1833,74981,62562,2563,57663,298139,34625,84608,37986,1846115,57774,207196
"01111101111111100011",28970,357661,5349,394032,61125,45896,4129,5573239,272638,14897,12814,10495,5487722,19890,115822,43457,170806,437782,4167,5066220,233137,70009,3156150,572086,321138,744661,32489,5790109,68319,55951
"11010000110100100111",5012,363184,40936,105468,818562,6456,208052,1197770,9270,91133,44611,303916,1097297,9237,5345,578020,107608,11151,363391,18734,37067,1943346,6172,3126,522124,77941,1913,233718,5827852,38917
"00000110000001001110",566,4118,728,11031,175262,3770,85784,24,2017,145900,196,884,266,5514,25035,3053,464,5032,1440053,6987,6402,390829,62,16376,12864,12700,1,25191,600,6182
"10100110111100100001",124656,220862,19402,3163707,2811,97678,33338,183410,1662,123283,1141239,29783,191964,9543,163185,6790,35078,224992,81004,11005,48344,36609,5579,164506,2798697,88371,27735,14959,924895,8603
"01010011001011100011",14477,3105,4763,12055,3179340,3716142,12654,322178,186,4112,4161,50681,2476996,291832,145731,1776,671960,3737078,29197,7673659,11391,8502,267032,2258721,170467,98116,31753,265951,26563,831733
"01000011010001011101",4860,10250,313817,2960,63509,6823138,4545,10970,8313,32905,511233,192198,34594,289908,1599110,15695,46043,30435,1506719,1909040,1464285,288471,46558,106507,33381,13915,7132,14643,50736,13567
"00001100001011110100",1598990,505,214290,366860,576598,94176,4611,141028,39411,250152,5918,200093,56432,3635423,49365,83468,500759,427911,12718,1107,43756,65486,607558,570670,194,5301,1095629,45317,146527,970092
"01011010000110010101",64,8113,23104,161,79082,3650,58,125,147,449435,175,506,3888,13144,1538,922,125150,617,3569402,2018,2,627,389,13745,1406586,1464,1708,1209,1596,73598
"11100111010101011000",46820,3171311,1584024,83585,300,108836,424450,480,252800,259043,632615,333935,86591,150053,9210247,3528,10105,215899,1801028,46085,471760,6106,27027,547811,6708,16609,11625,15389,1703,14759
"10110011011100111011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11101010000100111000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110000110010000110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01110000001100101011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01101010011101010011",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01100100000101111100",1099,35353,90877,625,399,3871,15487,230,1751,64436,57,284,765,176455,1121584,2661,108,12627,1066589,199,853,38154,864,1914,705,3351,402,2608,929,1824
"10000000100100010001",64,4282,95741,10002,10509,745,39623,436,39,56368,1197,756,12122,13318,939,30992,33307,17417,1107632,21,150,27541,177,665,17968415,11499,6019,2,11054,6650
"10111000101101111010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10010000001101100011",17178,55538,24644,417138,1281439,30117,1696831,128113,5176,249159,159,123970,151253,163142,3796,55569,236836,8150393,165439,14664,3895,237830,14990,174974,91723,349885,47406,7370,145193,289274
"11101101010111011111",10884,585925,1307176,91087,111369,16553,9332,4133,118531842,679488,63842,204207,23802,66970,67203,227099,74559,50899,114374,89906,403323,97693,3284984,357721,1642,202752,46158,156622,2431,168753
"11100111000111110100",4768,1165,186484,5554,28712,3171,16221,154,726,47771,537,16073,11637,457931,1469789,8578,351,299515,381862,117,52,169,2994,83718,2026,79,795,2040,75,100553
"01010111000011011000",3445,19986,15989,1401,4031,122693,3397,49,76,13047,2459,1286,104363,65924,604954,94,4177,3529,1102162,102178,443,195,9689,20245,119992,771,106,9570,45,27172
"11000111111110010011",8367,138076,975338,133335,50423,159691,14208,42424,5389,16693,8583598,616836,1782402,1820,11013,1296,770040,229997,1229888,52291,17625,23565,387572,1007545,10659210,483431,31154,49783,21304,23927
"01001111010011010101",48788,5169,345432,52502,400147,578136,163,34092,150138,449607,1700933,281148,449251,219791,127255,15363,775199,30129,101515,618757,1557147,102195,1094436,647923,13593,2279,70028,128991,10517,122173
"11101110011000011111",11442,2373688,54995,120582,41970,1038738,1020,66184,62583,69266,8093530,409291,1066,17932,24970,2371,125056,2911,2473934,20489,29082,3953,104494,124927,1670,531441,85437,54444,18522,392107
"10100001110011000010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01010100010010101100",232354,170871,197368,72164,47796,84343,2849,53907,12536,188149,47516,79707,1193784,42498,740798,2859,20423,1017,121347,279658,128573,225017,101664,4306,7009,5593,2430,5070410,1882327,50870
"10100010010011000001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10000011001011111110",116791,391,124204,34911,8337357,3183354,269179,4247,8341,8727,10084,1922810,9867,1124494,664699,247291,40532,1551455,144597,16901,4852,1195,82639,6168203,1198,13282,5218,66738,18282,4075356
"00111100100111111111",2937,41950,327,6248,15573,5319,748,1146,237671,151322,106,39,2764,22677,3383,250553,2673,354,42545,4634,227,7016,49218,9776,90385,10121,54,146796,3066,17349
"10110101111100001001",87264,1099240,232578,4540040,505,18350,215061,381491,34834,82542,288871,102503,358279,12284,277509,37440,35845,124926,153533,565521,45607,84849,201314,15187,9577291,3008820,8135,10122,1367903,4397
"01111010010011011000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11110000100000101010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11111001001000001110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11100011100011001000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10001111011000110101",14767,2568,3526979,404350,496907,3888179,190,2145128,663,840217,3625151,2738753,60599,61968,295714,85542,243185,157812,797954,20238,48964,5396,81385,119062,35213,2289,15653,8962,348178,378205
"00111011001011101101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00110111111010000011",28639,12700,2600,2562781,59075,230871,1479,1375105,17758,7731,1885373,202358,1362183,17117,14916,4247,153945,193086,132213,2651198,19954,10586,5028511,840038,6693435,242674,6241,400445,1432943,89590
"00100100010100110101",4219,12499,5872154,77219,2329,43933,345,201871,175637,5395996,74845,123549,34224,216241,50041,34955,15944,150967,2681824,1008,48628,1322922,403437,17876,16710,3583,57295,5976,11209084,5157
"11110000101100010000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"00010110110010011111",133985,108022,5847,140027,55998,881005,860,14296,292259,179943,12110707,132066,174389,8336,1620,14728,198515,114,1561576,342525,44461,113916,1328536,83187,1445762,22619,305,2937591,2143373,21854
"11111000000111101110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11010010101000100111",139343,33011,1339,99025,1809010,287299,332057,4113229,34,3642,389321,403627,299140,87081,9069,53681,810712,31165,82905,34786,3147,31673,5082,32907,189268,286757,12118,93861,1560863,499926
"11110011100111001001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001100100000010101",1653,13466,37368,24843,38785,1125,3027,22638,61,43832,105078,2433,16557,24440,1533,45709,127207,316,118330,59,3291,40438,1333,90,104539,9753,11078,65,3024,32817
"10011000101100110011",6809,185959,62495,92565,113750,63024,62450,1091689,2451,192787,17424,55295,240376,44121,818,536381,7899500,96501,167514,1718,1295,9136,29251,65167,1195251,413334,129660,4364,1068288,475854
"01001000010101011111",338,686248,222826,2171,161252,62129,8069,3472,3134065,649828,4581,18403,3846,16518,10229,76430,197866,7756,1545492,104555,754277,6342800,17792,83946,9509,509631,10885,85841,29253,15060
"00111011010010100001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001001010010000010",272,27245,779623,140807,11435040,4314,21750,26203,40860,52733,22590,559228,1033498,17601,47688,96820,1215117,214217,45100,40238,404351,18564,29967,115832,17871,46860,70656,21311,25256,6333375
"00100110101100111001",131811,217670,56202,15110,20,2054514,9679,20355,1579,136123,778957,920,32101,47383,398087,1645,182722,42346,137289,26395,18194,24397,32901,321378,2511234,695654,27249,9753,876933,1216
"11010111110100101000",101843,8817221,246046,81832,720,102446,639578,23461,953,259329,1517469,50460,12102678,2135,13817854,13889,44565,4362,198542,1428976,393229,19708,986,20931,4535731,25139,27,1539560,192026,3659
"01010110011110001010",11783,7622045,48278,37267,10578,52277,20180,896,20997,140049,19687,39213,158224,424,46537,14,70312,11447,5182702,1237379,2888,37851,12181,877071,782225,1176089,496,9824006,35189,13992
"01011010100110011010",45,690217,853,87,7015,4894,3784,12,411,17949,448,38,9747,586,4642,1181,88965,51,1290209,7943,16,130,78,35468,7423184,34923,27,44520,378,36110
"10100001111000011000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10011111100111011100",56423,19010,7426,37533,25184,1331,102242,25,16126,344084,1609,3522,11050,17948,76297,369473,8450,652,135992,5418,120,317,772,51046,563591,1115,5,25301,152,39392
"01000100100110110101",873,1616,157671,785,7337,2578,399,3505,61,45047,2307,162,92467,9652,8042,3119,12098,2023,170318,205,271,207043,5117,683,1731555,3816,1576,2031,20479,1199
"00000101101101010101",265762,624,1951737,238458,7222,15350,344922,570423,38383,157534,60250,310348,149364,628572,25786,325789,451413,5098362,131479,15463,171610,28987794,733105,166302,420447,828867,57350,1811,916822,1224
"10011111111010011111",153627,78895,30831,950823,683885,1268985,1567,202864,91471,63532,13842682,1379696,102884,6019,8598,174242,709847,1209,350747,724407,11130,1803,1505300,310768,996321,125781,951,1049513,175860,530197
"11001001011100001110",197,217370,4469587,25501,914336,3297,351291,26357,53644,96470,1848,661375,4970,2142,330844,152266,86044,223568,995125,83096,39004,331596,932,88490,19245,5927433,1290,63888,63094,135075
"00101110011110110011",1099,94586,105829,50991,25963,801296,18,24643,126111,1076940,71036,12200,22983,6249,10452,836,237079,156493,893140,15851,3241,2157,410626,6532646,155996,33272,76090,198360,101449,154171
"00101011101011110100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11001101101111010101",1973292,10341,1209186,385775,111839,5429,240655,173488,119371,73118,161295,305474,577687,421606,21483,407619,5613201,539588,4210,11243,80332,358598,937960,333321,65708,828044,2313676,6950,11091,77404
"11110100011111101000",2345055,7400098,35109,1698794,7314,37532,272211,11394,85238,27871,3143,73464,392414,120958,2060430,880,3680,139234,41898,73719,12784,3628,110708,142067,2931,66946,196607,819057,12628,143062
